Year,Gender,Alcohol Abuse,Tobacco Prevalence,GDP per Capita,Doctors,Nurses and Midwifes,Air Pollution Death Rate Total,Universal Heath Care Coverage,Birth Rate,Government Expenditure Health,Vegetable Consumption,Fruit Consumption Apples,Diet Calories Fat,Diet Calories Carbohydrates,Basic Drinking Water Services,Clean Fuel and Technology,Total Population,Death Rate,Life Expectancy
2013,Both,11.57,32.25,13217.91,2.48,5.72,47.63,77.84,31.89,6.05,290.11,87.7,27.19,56.09,88.92,88.34,72928989.0,8.19,88.0
2013,Male,16.37,16.12,26503.38,1.24,3.06,116.59,25.86,33.07,8.07,88.06,79.44,31.53,53.53,96.67,44.36,17281599.0,12.76,88.0
2023,Male,17.92,43.36,59683.47,7.7,14.41,107.89,67.3,38.72,10.94,174.59,25.59,26.71,44.11,88.92,38.42,2681251.0,4.6,88.0
2020,Female,3.26,33.29,19047.83,1.02,9.18,41.36,54.9,24.09,10.51,79.27,48.53,37.03,52.28,87.95,55.34,21371545.0,5.17,88.0
2021,Female,8.15,44.52,46202.58,4.33,10.51,8.58,40.02,26.41,11.2,65.76,149.47,44.96,51.52,66.42,74.59,38496402.0,5.34,88.0
2021,Both,4.89,43.85,67667.66,2.33,8.44,40.46,84.59,14.51,4.69,69.36,97.23,32.5,53.64,99.68,64.02,30618984.0,3.53,88.0
2023,Both,7.63,41.76,42866.15,2.26,12.29,28.54,34.07,30.74,11.85,81.43,172.78,28.26,42.77,76.08,36.9,74870660.0,4.96,88.0
2011,Male,6.6,35.21,15179.41,4.84,13.55,67.93,94.64,18.94,10.16,300.72,33.42,30.37,43.84,73.79,34.99,33544066.0,7.84,88.0
2022,Male,4.79,29.38,26381.65,6.42,6.36,110.66,90.77,26.78,9.95,213.1,118.55,36.42,53.26,77.58,77.44,71135310.0,6.5,88.0
2010,Both,14.23,11.89,44605.4,6.26,10.66,105.09,48.85,36.36,8.68,334.22,135.2,36.38,46.89,72.73,50.79,47613568.0,3.49,88.0
2016,Male,9.94,26.73,38390.55,6.98,4.22,40.17,44.41,8.65,11.83,211.4,119.39,29.6,55.73,81.71,76.86,41977561.0,6.34,88.0
2018,Both,16.71,35.62,11827.59,2.48,10.13,54.29,31.0,28.86,6.42,238.61,104.78,40.01,49.32,70.73,50.64,12899631.0,9.25,88.0
2015,Female,2.52,25.83,33952.29,3.83,6.59,9.2,93.31,14.42,9.42,105.35,112.53,26.76,45.52,65.8,52.04,21755450.0,2.79,88.0
2012,Male,3.07,39.73,41095.55,0.27,1.09,67.58,70.2,18.34,8.99,212.17,130.33,37.46,56.41,96.76,44.69,69386625.0,6.42,88.0
2012,Both,8.45,9.39,20636.09,6.03,14.38,12.29,22.54,9.28,9.32,165.59,158.12,33.51,49.85,96.75,98.86,62418581.0,2.0,88.0
2021,Male,3.28,20.24,46243.46,2.56,13.16,112.94,60.88,14.27,9.51,329.43,73.82,27.54,43.94,77.33,31.12,35849127.0,5.14,88.0
2014,Female,6.2,25.24,6005.88,4.58,5.07,104.7,26.86,44.51,3.91,330.18,93.54,37.69,60.22,98.3,38.91,72730870.0,12.86,88.0
2014,Female,17.78,22.29,25776.24,1.52,14.97,29.63,65.9,44.95,5.49,109.55,121.75,38.46,50.79,73.71,88.54,65552378.0,5.63,88.0
2022,Female,5.34,9.34,60477.34,6.59,5.44,85.43,60.72,34.63,5.92,236.04,70.27,33.8,62.88,72.43,39.67,9055538.0,4.54,88.0
2012,Female,5.17,11.14,20038.93,6.57,7.42,70.32,26.63,30.64,9.48,241.45,48.61,40.96,44.84,96.26,49.65,48513846.0,4.77,88.0
2022,Female,11.18,38.5,45704.12,7.04,12.92,97.16,85.27,36.75,9.16,218.76,174.59,35.19,61.91,83.48,48.39,63927572.0,3.64,88.0
2022,Both,9.97,24.38,31224.2,0.56,5.26,59.7,40.99,41.17,10.33,87.3,51.16,30.72,60.4,89.31,78.79,64686696.0,7.71,88.0
2018,Both,11.29,6.95,24281.34,7.94,7.31,27.05,63.32,27.21,9.89,246.2,57.24,44.07,42.6,73.57,58.78,7398160.0,2.0,88.0
2012,Female,8.03,5.66,68776.97,2.13,10.32,78.58,71.12,9.31,7.96,289.73,118.99,43.88,53.29,73.32,88.84,18046432.0,2.0,88.0
2012,Male,15.23,23.94,26270.02,2.61,2.83,14.23,96.98,34.25,3.4,153.57,32.38,26.91,56.34,58.75,82.32,33101841.0,5.03,88.0
2013,Both,4.22,11.58,18361.35,2.14,6.91,72.23,59.5,44.43,8.35,204.37,25.45,43.92,52.39,98.5,67.18,20205324.0,5.15,88.0
2018,Both,8.85,33.21,68270.16,2.29,5.33,29.46,93.39,17.55,10.87,84.9,30.24,40.51,49.76,65.26,47.43,8804158.0,4.62,88.0
2012,Male,13.04,36.81,56149.07,4.51,10.47,83.77,48.39,25.15,8.43,329.21,39.72,27.13,63.6,77.24,85.47,50341154.0,7.03,88.0
2016,Female,15.89,14.13,51389.54,2.07,2.9,100.22,88.59,21.37,10.96,82.86,88.67,35.39,57.52,60.16,90.62,40647129.0,4.87,88.0
2011,Female,7.91,28.69,4475.49,3.27,4.26,17.6,38.87,22.45,11.99,112.51,152.68,25.7,64.15,84.11,88.54,12483681.0,7.78,88.0
2017,Male,11.08,11.18,10535.41,5.31,10.96,51.03,76.6,34.69,5.59,139.54,74.72,36.78,61.16,72.59,33.62,46951922.0,3.23,88.0
2010,Female,3.11,17.14,48164.83,6.72,3.19,89.35,27.09,22.0,9.23,297.74,88.41,43.66,60.43,89.54,78.86,5054995.0,3.89,88.0
2019,Female,4.73,40.55,16339.92,5.6,6.91,23.83,98.88,42.82,7.4,260.2,116.04,32.36,58.14,78.78,79.28,30704981.0,6.27,88.0
2010,Both,3.11,26.76,17542.34,4.84,10.98,70.15,96.31,37.22,6.55,52.1,68.34,35.17,56.15,60.83,96.02,63422185.0,5.97,88.0
2012,Both,13.65,40.44,58612.08,1.35,11.72,82.26,55.38,9.02,4.4,105.07,89.21,29.55,62.17,55.48,48.44,71214966.0,8.26,88.0
2012,Both,6.61,14.01,22015.63,6.57,2.33,45.8,61.91,38.29,4.46,275.05,81.81,35.82,55.34,64.56,85.04,19694247.0,5.36,88.0
2021,Female,13.58,18.2,6111.78,0.49,12.93,100.68,67.82,36.6,3.85,171.15,74.7,41.05,41.88,87.6,78.24,68774753.0,10.52,88.0
2010,Male,3.06,23.84,3503.25,2.26,11.14,63.73,42.0,27.11,8.31,57.86,82.14,29.31,54.56,92.28,91.51,71351447.0,7.92,88.0
2016,Both,15.8,24.2,33683.81,0.65,5.75,77.1,73.96,26.38,3.42,339.18,21.78,36.07,42.57,70.36,78.53,48589896.0,10.07,88.0
2018,Both,15.37,44.91,46590.94,5.41,11.69,21.2,75.88,38.91,6.31,95.37,161.8,32.09,63.73,79.12,89.67,78576014.0,5.02,88.0
2017,Female,3.42,9.58,65271.28,3.07,11.2,7.66,62.01,23.72,7.23,203.14,176.38,39.96,56.17,65.8,55.17,19769448.0,2.0,88.0
2019,Both,2.38,39.08,9021.69,5.29,9.41,10.84,31.82,13.9,6.38,124.49,158.0,39.04,53.89,94.62,41.03,5611041.0,9.78,88.0
2021,Male,2.9,39.55,15393.12,2.91,8.82,108.95,93.53,19.58,10.55,271.24,20.92,38.98,44.95,98.43,55.43,67491108.0,10.16,88.0
2015,Both,15.66,27.13,40111.21,3.75,11.29,106.5,29.2,17.81,6.43,283.02,140.14,32.56,52.89,88.88,87.05,39325360.0,10.43,88.0
2021,Male,5.76,18.76,27816.84,3.77,14.99,97.87,70.33,33.2,2.83,169.17,111.7,36.99,48.56,59.0,39.22,27781665.0,6.66,88.0
2014,Male,10.77,25.77,36604.28,0.56,9.1,27.96,28.25,14.62,11.92,247.53,35.07,38.02,56.88,74.67,74.66,4513103.0,3.87,88.0
2023,Female,8.82,16.7,69370.05,3.56,12.32,65.43,31.69,31.86,10.45,322.72,169.26,38.62,55.11,99.57,99.13,5263496.0,2.0,88.0
2017,Male,14.73,36.96,41230.96,5.2,11.42,96.55,21.64,25.24,8.6,294.44,144.19,36.51,52.48,65.32,92.65,7348244.0,8.34,88.0
2020,Male,9.82,24.93,31601.95,4.46,12.98,82.59,49.07,39.07,9.56,174.47,43.25,42.34,46.32,85.17,76.98,14773037.0,7.61,88.0
2022,Male,10.01,42.03,74216.44,0.79,14.36,18.28,71.17,25.94,3.28,182.44,174.25,29.98,53.14,97.24,85.48,77635034.0,2.0,88.0
2021,Female,17.83,29.91,5639.0,5.41,3.7,107.99,61.72,42.4,9.66,316.06,40.19,26.12,51.54,89.79,38.15,22584191.0,11.34,88.0
2021,Both,4.4,25.57,69962.82,2.61,3.32,23.48,73.96,41.32,4.08,60.31,92.75,44.25,61.28,82.4,64.92,65382079.0,3.12,88.0
2017,Male,15.29,33.44,38023.31,0.31,9.21,24.76,74.0,14.86,6.89,56.84,45.44,26.21,62.36,77.8,67.23,1651161.0,6.69,88.0
2010,Female,2.83,25.16,38178.72,1.41,7.29,108.62,31.21,33.39,3.78,111.74,44.03,43.06,58.98,96.8,84.79,25813023.0,8.88,88.0
2016,Both,9.64,41.18,69209.75,4.08,8.99,60.73,24.59,15.94,9.54,298.29,174.85,37.25,47.99,72.76,49.78,72504775.0,6.35,88.0
2012,Male,16.18,12.38,38443.44,2.62,12.17,47.88,70.03,38.46,4.46,95.96,111.54,43.37,40.95,95.56,37.45,14884759.0,5.74,88.0
2022,Male,12.64,43.93,33329.81,5.62,14.04,68.67,72.26,31.52,4.53,135.58,61.47,36.3,63.13,74.4,78.87,22793479.0,9.45,88.0
2013,Both,12.96,37.49,21018.65,2.08,6.84,117.86,64.54,18.88,3.09,238.72,144.22,41.42,64.8,89.04,64.48,66138539.0,12.65,88.0
2013,Both,6.21,39.43,49684.2,6.23,11.05,18.76,39.66,17.22,9.21,105.27,160.04,39.43,43.18,96.21,88.96,9799196.0,2.0,88.0
2013,Female,8.7,24.32,43067.67,2.43,3.76,92.05,84.86,23.89,4.96,140.93,166.82,35.5,57.14,79.78,63.7,4349337.0,9.21,88.0
2018,Both,7.87,38.49,16704.43,5.04,8.48,43.45,26.05,37.63,7.18,190.07,169.28,32.27,50.63,68.94,89.24,77281543.0,7.49,88.0
2017,Male,10.34,17.27,53438.44,6.43,1.31,18.46,70.58,37.46,5.32,118.43,164.89,25.06,43.71,57.29,65.55,32442862.0,4.74,88.0
2023,Female,9.4,35.48,48591.24,3.21,8.05,53.52,29.63,9.23,9.75,347.72,122.23,30.02,64.95,91.42,84.79,52663914.0,7.61,88.0
2015,Both,7.23,10.62,30282.17,0.57,8.63,68.11,72.36,19.18,4.26,99.03,74.79,44.04,63.33,82.99,80.45,10256561.0,7.62,88.0
2013,Male,6.89,17.28,1126.55,4.38,11.3,28.69,53.42,23.65,11.41,304.98,168.09,30.51,64.57,66.84,48.63,17692174.0,6.49,88.0
2010,Both,6.01,22.83,33936.32,7.96,10.09,51.61,77.45,29.67,5.21,191.03,39.6,40.04,43.6,94.48,51.66,36852463.0,2.0,88.0
2010,Female,7.84,17.89,1249.51,7.76,6.02,78.1,24.18,13.53,3.04,88.74,47.01,35.17,52.3,96.41,92.94,54044742.0,7.44,88.0
2015,Both,4.4,20.48,6364.89,1.92,1.08,71.29,64.41,20.41,4.4,85.55,89.41,31.17,62.39,94.92,46.17,23530508.0,10.43,88.0
2022,Female,15.95,37.8,32751.25,6.09,2.62,88.16,31.59,40.77,2.74,200.09,65.39,44.82,56.88,82.07,78.83,70782237.0,10.12,88.0
2017,Female,11.63,15.27,6878.46,2.89,14.62,101.19,74.59,25.63,6.69,156.06,118.52,25.94,50.87,98.95,40.16,62513406.0,7.66,88.0
2022,Male,4.14,34.81,21254.38,1.45,13.91,52.05,29.6,35.53,4.5,120.38,164.85,36.64,52.92,94.37,82.86,44169475.0,9.21,88.0
2011,Male,13.1,7.95,49437.46,5.39,5.55,53.64,25.89,25.94,10.86,337.68,98.57,34.23,40.97,59.69,45.63,36790974.0,3.44,88.0
2011,Both,15.56,35.63,23699.26,4.11,4.62,62.12,77.05,25.2,7.17,189.01,108.62,26.53,55.29,99.15,71.58,49601449.0,6.8,88.0
2021,Male,5.8,36.68,74825.53,4.41,7.11,70.13,25.08,31.01,4.33,328.64,87.7,29.28,61.49,79.7,69.5,58559887.0,6.8,88.0
2011,Male,4.41,21.07,68789.61,6.65,10.66,17.46,37.96,17.6,6.51,99.2,133.21,38.88,40.07,96.4,44.25,10882529.0,2.0,88.0
2010,Male,2.14,33.9,44229.99,2.83,6.0,40.95,85.98,17.24,3.96,105.04,36.11,27.17,44.0,89.22,64.4,68226045.0,5.05,88.0
2015,Male,2.76,41.61,72547.48,5.4,1.94,24.77,84.78,44.61,3.79,228.81,27.77,41.02,52.95,84.14,91.55,39203282.0,3.64,88.0
2022,Both,14.2,37.03,65206.88,3.06,6.64,49.37,88.33,40.15,5.01,130.96,122.61,37.5,54.02,69.7,77.64,74833985.0,5.13,88.0
2019,Female,17.79,20.62,24462.27,0.53,4.65,116.94,46.09,35.3,3.08,105.48,105.58,27.02,48.58,56.22,99.49,76447837.0,13.8,82.49
2011,Both,2.72,24.37,56420.04,3.15,5.55,72.01,62.24,13.07,3.89,78.41,85.18,30.74,40.7,67.45,84.92,2554274.0,5.47,88.0
2021,Male,13.97,36.17,10952.92,7.61,3.28,54.38,81.87,9.12,11.38,72.88,73.44,27.74,58.59,85.86,75.04,30820030.0,8.75,88.0
2021,Female,3.15,16.7,51593.72,3.97,10.22,70.08,30.96,14.49,8.67,275.95,28.29,40.95,46.07,93.84,69.42,42145251.0,2.0,88.0
2021,Female,11.47,37.16,37238.27,1.04,8.37,81.94,77.95,42.7,11.21,134.65,128.89,35.66,56.11,55.11,95.62,43213680.0,8.53,88.0
2022,Female,14.1,18.12,2048.48,5.57,4.79,55.02,27.8,38.2,4.57,343.53,87.43,25.06,53.98,64.36,66.89,65809230.0,9.32,88.0
2013,Both,7.75,37.24,21147.85,7.71,8.75,56.49,93.06,27.35,10.57,104.94,91.24,35.86,50.77,85.29,58.19,11374209.0,4.22,88.0
2023,Both,2.17,8.47,71689.36,7.28,7.9,85.66,70.98,43.84,5.62,156.33,162.95,34.66,54.76,67.76,88.41,49836367.0,2.0,88.0
2014,Both,11.52,6.78,24234.7,4.66,12.14,12.0,59.46,13.42,3.44,162.47,138.01,37.86,57.38,61.38,95.82,75413499.0,3.84,88.0
2021,Male,17.86,44.91,14263.92,3.13,14.38,67.11,58.78,28.69,10.05,200.05,55.11,25.7,54.31,58.69,63.52,79735626.0,7.92,88.0
2018,Male,6.12,39.78,14714.83,4.73,2.83,67.94,34.51,14.78,2.6,311.19,125.15,25.71,53.94,83.7,39.61,905835.0,12.88,88.0
2020,Female,5.03,40.31,36357.62,6.56,13.37,92.03,47.67,19.34,6.05,300.43,41.16,31.99,50.9,81.77,72.59,77808126.0,8.1,88.0
2018,Male,3.98,43.05,63324.57,6.92,10.87,118.0,78.17,42.78,10.19,52.99,51.05,38.77,50.75,93.64,81.86,9864581.0,3.69,88.0
2018,Both,10.88,22.53,57043.73,6.59,10.7,96.51,63.28,40.13,8.17,172.78,134.26,38.33,52.27,69.17,56.15,43002348.0,3.18,88.0
2018,Female,11.54,16.47,33214.42,3.75,6.24,62.94,62.34,11.77,7.18,298.38,40.14,30.57,51.3,61.15,82.35,19784948.0,3.89,88.0
2020,Female,14.68,10.2,16287.53,1.13,5.81,24.49,35.62,17.23,5.54,50.06,64.83,29.32,50.98,90.96,67.17,48550644.0,6.51,88.0
2020,Both,14.05,25.05,4218.02,4.64,1.08,72.65,75.23,30.0,2.75,210.09,163.69,38.66,45.26,99.47,51.09,3058425.0,10.29,88.0
2011,Both,16.28,13.8,35127.17,1.42,14.75,100.94,51.36,10.27,11.91,127.84,138.13,25.54,58.12,71.22,74.07,19142781.0,7.02,88.0
2021,Male,14.89,42.42,61256.33,0.68,9.49,112.23,34.62,28.35,3.75,173.83,168.71,36.14,43.32,93.94,57.23,24115993.0,10.97,88.0
2017,Male,5.96,5.16,54942.4,4.09,6.63,99.91,95.5,29.63,4.55,176.09,161.09,33.48,62.72,89.31,85.08,73257014.0,2.0,88.0
2014,Female,10.89,10.73,31118.18,5.31,8.61,26.73,60.54,18.77,4.36,167.53,70.01,29.78,55.62,96.02,30.22,46732001.0,3.88,88.0
2017,Female,6.76,14.86,44926.94,6.86,1.57,86.95,62.24,18.85,11.08,317.59,121.18,35.41,41.22,74.1,87.27,56685957.0,3.41,88.0
2023,Male,7.28,12.96,33169.49,6.31,3.43,106.22,98.51,16.48,9.64,210.94,80.59,29.34,56.47,59.56,51.46,54113613.0,4.1,88.0
2022,Female,16.91,14.03,43763.0,6.89,9.73,83.32,49.31,42.62,6.57,321.12,131.54,36.29,49.04,60.33,97.17,31443838.0,2.65,88.0
2021,Both,12.91,31.24,39198.89,6.13,8.2,83.86,95.44,22.39,11.55,268.02,75.75,27.98,63.24,89.34,83.14,1220283.0,5.2,88.0
2016,Both,17.59,18.1,51327.72,5.69,12.02,62.52,75.59,29.65,2.53,155.34,20.21,33.11,63.4,93.85,46.87,8650959.0,4.36,88.0
2020,Female,8.67,29.6,38472.0,0.28,10.22,78.25,70.65,19.16,10.94,198.07,35.03,35.21,61.15,75.57,98.52,36758798.0,7.08,88.0
2015,Female,10.6,40.61,70593.34,5.08,9.42,38.85,38.75,34.0,2.6,166.96,143.36,25.63,54.2,57.68,64.97,75309453.0,4.68,88.0
2019,Male,9.79,29.1,32559.69,1.14,12.41,15.21,24.14,11.75,5.91,298.57,33.44,37.21,62.98,58.0,66.6,19975749.0,7.22,88.0
2018,Female,3.72,32.78,1980.99,0.66,1.96,100.19,55.02,10.65,2.54,106.28,115.91,40.01,56.25,81.94,93.67,55895666.0,11.86,78.99
2013,Male,5.79,19.62,18338.92,1.42,10.67,113.46,20.81,35.54,11.99,330.92,157.24,44.12,61.88,96.34,94.29,66145008.0,7.35,88.0
2013,Female,10.44,11.39,37945.03,6.62,11.02,103.53,25.68,34.89,11.14,224.13,138.58,29.06,44.0,72.98,78.78,72552144.0,4.78,88.0
2010,Female,3.08,17.82,40910.43,6.0,4.85,43.4,67.63,17.81,7.85,233.53,86.15,29.17,62.6,84.28,98.49,23549564.0,2.6,88.0
2011,Male,16.9,43.57,41786.95,7.6,3.74,15.76,77.96,21.14,4.18,205.04,53.38,31.1,56.54,79.39,53.02,74509526.0,4.16,88.0
2016,Male,3.98,29.87,53819.77,7.84,3.99,37.22,33.44,43.42,4.77,216.35,167.61,42.82,47.58,95.04,46.26,48677783.0,2.91,88.0
2016,Male,5.17,16.1,21178.89,7.17,3.77,101.93,78.6,11.86,6.5,250.3,110.62,33.14,64.95,92.46,32.05,40721702.0,6.32,88.0
2012,Both,14.25,23.04,50135.85,1.24,8.33,80.42,95.98,14.78,5.23,246.51,84.87,31.04,57.17,63.97,54.24,62293571.0,7.56,88.0
2015,Female,3.55,38.42,53039.19,7.05,2.9,116.17,79.45,23.91,2.21,114.24,170.73,39.82,62.71,85.49,72.18,19173138.0,6.79,88.0
2018,Male,16.4,31.74,31317.03,6.74,10.23,44.41,82.78,18.44,8.56,224.73,54.4,25.76,40.14,93.14,51.38,65025161.0,4.9,88.0
2013,Both,13.61,27.43,30640.95,6.99,2.47,68.42,76.06,32.01,8.13,156.39,90.77,35.98,53.81,96.86,70.57,52032019.0,6.3,88.0
2014,Female,3.1,40.41,14076.22,1.38,1.38,95.85,37.98,33.55,11.04,241.11,37.38,34.0,57.81,81.55,33.39,63969354.0,12.45,88.0
2015,Female,13.07,31.9,31517.86,1.11,5.47,31.91,48.87,27.48,6.77,214.35,39.98,37.5,40.34,62.92,54.79,68472203.0,8.9,88.0
2017,Both,12.11,30.71,59181.77,7.41,3.69,115.87,95.94,30.61,5.45,103.9,83.78,39.62,59.06,80.12,82.36,49426061.0,3.96,88.0
2015,Male,14.12,12.59,68245.8,1.56,14.84,73.13,72.9,24.04,7.12,270.42,131.95,31.5,56.29,84.96,37.3,3035135.0,2.0,88.0
2020,Male,15.25,9.26,44846.1,3.08,5.24,5.91,83.12,36.13,3.95,187.1,74.22,37.73,46.87,67.26,80.04,23890038.0,4.03,88.0
2014,Female,13.49,43.61,23013.28,3.76,4.11,7.89,97.5,9.56,8.26,215.43,130.34,35.49,57.22,98.79,83.43,70253778.0,7.95,88.0
2016,Male,11.38,28.95,51425.9,1.17,3.75,106.45,38.51,19.58,9.7,251.79,148.83,27.68,43.27,65.32,69.81,50193825.0,10.11,88.0
2015,Female,7.16,21.63,55718.85,0.36,6.23,79.21,45.73,33.32,3.53,245.86,160.41,42.63,60.6,96.01,92.03,71215503.0,7.74,88.0
2012,Male,13.16,28.56,25450.19,7.95,9.48,92.75,71.58,20.2,5.18,274.68,27.16,40.09,61.66,74.13,96.82,30823827.0,4.72,88.0
2019,Male,17.31,7.47,62129.85,7.04,11.95,95.16,21.95,10.91,10.68,112.03,143.8,43.43,52.14,55.02,32.43,40427724.0,2.3,88.0
2013,Male,11.4,37.89,6268.23,7.32,6.1,53.35,65.7,20.77,7.06,83.12,43.54,39.41,52.69,79.45,77.54,69021136.0,8.25,88.0
2014,Female,12.63,13.67,1597.93,2.42,9.76,96.84,84.7,34.33,7.32,250.75,131.72,29.9,50.05,83.27,46.6,60986305.0,11.78,88.0
2021,Male,8.99,37.18,9924.43,1.92,7.75,112.82,68.84,12.51,9.22,120.8,79.47,33.61,48.63,94.12,58.57,30262340.0,11.15,88.0
2023,Male,14.1,26.38,12375.82,3.52,12.85,24.8,43.63,34.81,7.78,84.38,133.25,32.74,61.82,79.33,73.62,1908160.0,7.6,88.0
2019,Both,17.96,16.06,66016.53,3.74,8.97,92.88,77.93,36.69,2.7,89.37,54.21,25.72,47.62,59.24,79.86,70439131.0,5.29,88.0
2022,Male,4.57,6.21,32333.64,0.24,5.06,40.4,31.68,31.51,10.04,143.84,123.2,33.21,50.07,96.71,88.81,62929912.0,4.56,88.0
2021,Female,5.24,37.63,21199.93,6.28,10.85,41.97,91.58,17.04,11.23,347.54,40.08,31.91,47.5,80.44,79.38,35987950.0,4.37,88.0
2016,Male,10.63,12.06,32637.37,7.97,12.48,52.47,28.07,37.8,2.53,97.18,47.16,25.08,56.42,67.22,84.42,43744615.0,2.78,88.0
2020,Female,9.7,7.07,30097.19,4.32,7.52,104.33,89.08,15.93,3.21,139.56,118.31,41.94,60.36,95.45,71.93,16424530.0,2.27,88.0
2014,Male,11.15,35.24,23168.46,3.23,14.82,7.54,59.82,41.52,9.02,326.22,73.88,27.88,44.11,60.44,38.19,33026877.0,7.46,88.0
2016,Female,2.79,19.0,11032.15,3.26,13.31,54.9,54.29,34.15,8.04,338.99,132.6,35.02,46.37,59.39,31.5,13139315.0,6.17,88.0
2017,Male,8.47,20.57,49468.93,0.95,3.76,83.21,60.05,10.02,5.83,118.65,129.63,40.69,42.6,79.08,67.08,16924509.0,4.83,88.0
2023,Both,11.33,14.88,10936.05,2.28,12.01,17.7,36.02,37.57,7.39,314.14,119.46,37.09,44.0,83.12,80.09,67724923.0,6.16,88.0
2021,Both,11.36,39.37,58336.49,4.12,9.41,96.11,56.61,26.74,9.03,91.68,136.89,28.39,50.17,77.99,37.62,29061543.0,7.8,88.0
2016,Male,12.52,16.89,15765.25,3.57,8.49,113.32,87.98,24.75,7.04,278.46,147.03,37.36,59.4,96.8,60.05,65196394.0,8.93,88.0
2019,Male,13.52,13.41,55067.75,4.45,8.2,15.46,84.08,23.56,3.4,53.9,165.83,40.15,53.54,66.83,47.93,37964599.0,3.18,88.0
2012,Male,12.26,17.37,60574.49,6.82,12.95,22.59,33.04,30.45,2.89,171.99,32.88,42.1,41.33,99.56,69.7,5755144.0,2.0,88.0
2021,Female,14.64,13.13,10099.19,1.96,9.55,117.02,73.87,34.81,6.39,124.2,111.45,31.37,55.63,55.87,57.34,28986022.0,9.11,88.0
2017,Male,12.0,17.71,7236.54,0.42,8.53,27.75,88.55,41.15,11.23,261.2,139.8,25.68,59.88,60.33,44.1,12746049.0,6.18,88.0
2017,Both,10.6,8.32,71258.3,0.5,1.68,14.08,85.58,18.1,7.58,54.82,54.71,37.16,49.84,63.36,30.31,55516756.0,2.39,88.0
2020,Both,11.7,11.34,35158.07,1.25,7.28,114.5,54.05,31.34,5.58,189.47,62.18,29.52,46.13,58.58,52.51,72920384.0,6.37,88.0
2018,Both,3.62,21.68,47563.47,4.65,13.71,107.65,23.85,33.39,11.09,259.02,62.71,40.62,59.1,74.72,66.13,61069738.0,5.45,88.0
2011,Female,6.37,40.18,2525.92,6.5,10.96,80.41,94.49,32.97,5.89,64.01,111.57,38.6,40.6,93.94,95.04,62297165.0,9.38,88.0
2014,Both,10.44,7.29,21480.3,7.12,1.71,68.41,51.67,26.24,7.09,319.22,78.59,40.46,60.39,91.93,45.92,68963137.0,6.65,88.0
2012,Male,15.97,13.51,38300.51,5.15,13.38,110.71,48.88,22.47,3.16,158.36,126.58,44.35,60.11,88.51,65.86,62155506.0,7.48,88.0
2020,Female,12.86,41.33,66557.4,3.34,12.57,80.38,80.76,36.21,9.37,99.58,117.64,36.69,62.2,55.33,69.65,45529003.0,6.59,88.0
2010,Male,3.45,40.6,20940.8,1.41,8.65,80.72,41.12,19.1,9.0,117.64,125.14,43.09,42.24,93.96,75.45,57170676.0,6.67,88.0
2012,Both,11.48,32.18,58319.2,3.33,1.31,102.02,86.78,15.7,9.94,151.67,60.37,37.84,42.69,72.84,53.0,33334785.0,8.9,88.0
2018,Female,5.55,14.62,49936.2,2.79,8.87,80.12,26.08,28.2,5.25,109.51,142.78,28.63,61.82,87.92,36.96,5755959.0,6.35,88.0
2019,Both,13.74,21.79,9353.09,6.99,1.76,62.92,79.26,17.9,6.36,203.17,126.25,40.99,51.88,87.71,94.49,56475826.0,8.69,88.0
2017,Male,15.24,13.45,22568.44,4.0,5.49,49.82,97.26,9.23,3.68,239.88,40.9,38.87,49.81,62.99,96.69,57760711.0,4.12,88.0
2022,Both,11.5,10.14,18449.51,1.96,9.8,62.86,99.66,9.91,11.65,180.03,52.03,44.56,54.33,78.19,60.68,17975435.0,2.22,88.0
2022,Female,11.46,20.2,33635.55,2.45,13.78,65.09,93.9,33.72,2.86,178.11,68.15,29.87,41.46,96.68,70.64,76319931.0,7.14,88.0
2011,Female,7.42,28.03,47941.8,1.26,6.01,46.5,89.66,44.01,8.49,284.51,169.77,31.66,56.09,66.84,32.03,4295663.0,4.33,88.0
2023,Both,9.14,19.4,32959.75,7.36,13.04,56.53,42.31,24.82,9.05,140.31,72.22,41.43,63.63,87.18,33.31,58903128.0,3.51,88.0
2018,Female,15.83,29.43,18944.61,0.59,13.86,97.22,97.33,13.44,3.58,236.83,23.18,26.26,56.89,98.11,35.37,77481423.0,10.49,88.0
2018,Female,13.57,16.85,52434.2,0.3,1.29,52.9,94.23,38.27,5.65,317.88,42.66,37.66,51.61,71.23,81.71,24801067.0,6.04,88.0
2011,Female,10.32,18.83,44167.76,1.63,4.35,7.94,62.75,17.67,2.43,116.45,25.15,35.71,64.02,72.44,45.91,73005987.0,6.45,88.0
2018,Male,7.89,36.63,39333.09,6.52,10.94,37.55,52.17,44.84,7.57,235.97,84.45,28.38,57.21,75.37,42.91,66132257.0,5.53,88.0
2020,Male,2.81,40.13,41937.93,4.28,11.6,31.65,28.74,28.84,11.95,334.39,147.54,28.3,41.42,91.41,30.58,59554346.0,3.94,88.0
2018,Male,4.29,17.88,17265.03,5.08,6.49,96.26,67.25,16.61,6.3,208.94,92.07,41.2,56.75,74.77,31.6,76307946.0,8.92,88.0
2011,Male,5.09,27.86,51287.98,2.99,10.19,56.67,76.04,26.35,11.9,343.07,154.24,25.31,41.49,76.88,58.38,52359160.0,4.13,88.0
